feature,importance
det_TKEO_mean_2_coef,0.0
b4,0.0
VFER_mean,0.0
VFER_SNR_TKEO,0.0
VFER_SNR_SEO,0.0
tqwt_meanValue_dec_34,0.0
tqwt_meanValue_dec_33,0.0
Ed_10_coef,0.0
app_TKEO_std_10_coef,0.0
app_TKEO_std_8_coef,0.0
app_det_TKEO_mean_6_coef,0.0
det_LT_entropy_shannon_5_coef,0.0
det_LT_entropy_shannon_3_coef,0.0
Ed_5_coef,0.0
det_LT_entropy_shannon_2_coef,0.0
Ed2_9_coef,0.0
Ed_7_coef,0.0
Ed_3_coef,0.0
tqwt_entropy_shannon_dec_32,0.0
tqwt_stdValue_dec_12,0.0
tqwt_meanValue_dec_35,0.0
tqwt_stdValue_dec_20,0.0
tqwt_stdValue_dec_23,0.0
tqwt_meanValue_dec_31,0.0
tqwt_meanValue_dec_30,0.0
std_delta_log_energy,0.0
std_1st_delta,0.0
mean_3rd_delta_delta,0.0
std_11th_delta_delta,0.0
det_LT_entropy_shannon_9_coef,0.0
det_LT_entropy_shannon_10_coef,0.0
Ed2_2_coef,0.0
det_LT_entropy_log_2_coef,0.0
Ed2_3_coef,0.0
tqwt_entropy_shannon_dec_33,0.0
tqwt_entropy_shannon_dec_3,0.0
tqwt_stdValue_dec_11,0.0
tqwt_entropy_log_dec_8,0.0
tqwt_entropy_log_dec_7,0.0
tqwt_entropy_log_dec_4,0.0
tqwt_minValue_dec_3,0.0
tqwt_minValue_dec_4,0.0
tqwt_minValue_dec_7,0.0
tqwt_minValue_dec_18,0.0
tqwt_stdValue_dec_33,0.0
tqwt_stdValue_dec_27,0.0
std_MFCC_7th_coef,0.0
std_MFCC_9th_coef,0.0
tqwt_minValue_dec_22,0.0
tqwt_minValue_dec_24,0.0
tqwt_minValue_dec_26,0.0
tqwt_minValue_dec_27,0.0
tqwt_minValue_dec_21,0.0
tqwt_minValue_dec_28,0.0
det_LT_TKEO_std_3_coef,0.0
det_LT_TKEO_std_6_coef,0.0
det_LT_TKEO_std_5_coef,0.0
det_LT_entropy_shannon_7_coef,0.0
det_LT_entropy_log_3_coef,0.0
det_LT_entropy_log_4_coef,0.0
det_LT_TKEO_std_7_coef,0.0
tqwt_stdValue_dec_28,0.0
Ea2,0.0
tqwt_entropy_shannon_dec_15,0.0
tqwt_entropy_shannon_dec_17,0.0
tqwt_entropy_log_dec_2,0.0
Ed2_5_coef,0.0
Ed2_7_coef,0.0
tqwt_stdValue_dec_13,0.0
tqwt_minValue_dec_34,0.0
tqwt_minValue_dec_31,0.0
tqwt_minValue_dec_30,0.0
det_LT_entropy_log_10_coef,0.0
det_LT_entropy_log_8_coef,0.0
det_LT_entropy_log_9_coef,0.0
det_LT_entropy_log_7_coef,0.0
det_LT_entropy_log_6_coef,0.0
app_LT_entropy_shannon_2_coef,0.0
app_LT_entropy_shannon_9_coef,0.0
det_LT_TKEO_mean_6_coef,0.0
det_LT_TKEO_mean_5_coef,0.0
mean_10th_delta_delta,0.0
tqwt_energy_dec_15,0.0
mean_9th_delta_delta,0.0
mean_5th_delta_delta,0.0
tqwt_maxValue_dec_14,0.0
tqwt_maxValue_dec_6,0.0
tqwt_maxValue_dec_19,0.0
tqwt_maxValue_dec_20,0.0
tqwt_maxValue_dec_25,0.0
tqwt_maxValue_dec_26,0.0
tqwt_maxValue_dec_22,0.0
tqwt_maxValue_dec_23,0.0
tqwt_maxValue_dec_29,0.0
tqwt_maxValue_dec_27,0.0
tqwt_maxValue_dec_32,0.0
tqwt_maxValue_dec_31,0.0
det_LT_TKEO_mean_8_coef,0.0
det_LT_TKEO_mean_9_coef,0.0
app_LT_TKEO_std_1_coef,0.0
mean_6th_delta_delta,0.0
mean_9th_delta,0.0
mean_8th_delta,0.0
mean_4th_delta_delta,0.0
tqwt_maxValue_dec_33,0.0
tqwt_skewnessValue_dec_25,0.0
mean_12th_delta,0.0
IMF_NSR_entropy,0.0
mean_delta_delta_0th,0.0
mean_6th_delta,0.0
mean_7th_delta,0.0
tqwt_energy_dec_32,0.0
tqwt_energy_dec_27,0.0
tqwt_energy_dec_33,0.0
mean_MFCC_0th_coef,0.0
mean_MFCC_5th_coef,0.0
tqwt_skewnessValue_dec_2,0.0
tqwt_skewnessValue_dec_5,0.0
tqwt_energy_dec_9,0.0
tqwt_energy_dec_8,0.0
tqwt_skewnessValue_dec_7,0.0
tqwt_skewnessValue_dec_11,0.0
tqwt_skewnessValue_dec_8,0.0
rapJitter,0.0
b2,0.0
tqwt_skewnessValue_dec_33,0.0
tqwt_kurtosisValue_dec_4,0.0
tqwt_kurtosisValue_dec_5,0.0
app_LT_TKEO_std_7_coef,0.0
app_LT_TKEO_std_8_coef,0.0
tqwt_energy_dec_3,0.0
tqwt_kurtosisValue_dec_7,0.0
PPE,0.0
